 1167606000,0.7580,
 1167692400,0.7580,
 1167778800,0.75470,
 1167865200,0.75490,
 1167951600,0.76130,
 1168038000,0.76550,
 1168124400,0.76930,
 1168210800,0.76940,
 1168297200,0.76880,
 1168383600,0.76780,
 1168470000,0.77080,
 1168556400,0.77270,
 1168642800,0.77490,
 1168729200,0.77410,
 1168815600,0.77410,
 1168902000,0.77320,
 1168988400,0.77270,
 1169074800,0.77370,
 1169161200,0.77240,
 1169247600,0.77120,
 1169334000,0.7720,
 1169420400,0.77210,
 1169506800,0.77170,
 1169593200,0.77040,
 1169679600,0.7690,
 1169766000,0.77110,
 1169852400,0.7740,
 1169938800,0.77450,
 1170025200,0.77450,
 1170111600,0.7740,
 1170198000,0.77160,
 1170284400,0.77130,
 1170370800,0.76780,
 1170457200,0.76880,
 1170543600,0.77180,
 1170630000,0.77180,
 1170716400,0.77280,
 1170802800,0.77290,
 1170889200,0.76980,
 1170975600,0.76850,
 1171062000,0.76810,
 1171148400,0.7690,
 1171234800,0.7690,
 1171321200,0.76980,
 1171407600,0.76990,
 1171494000,0.76510,
 1171580400,0.76130,
 1171666800,0.76160,
 1171753200,0.76140,
 1171839600,0.76140,
 1171926000,0.76070,
 1172012400,0.76020,
 1172098800,0.76110,
 1172185200,0.76220,
 1172271600,0.76150,
 1172358000,0.75980,
 1172444400,0.75980,
 1172530800,0.75920,
 1172617200,0.75730,
 1172703600,0.75660,
 1172790000,0.75670,
 1172876400,0.75910,
 1172962800,0.75820,
 1173049200,0.75850,
 1173135600,0.76130,
 1173222000,0.76310,
 1173308400,0.76150,
 1173394800,0.760,
 1173481200,0.76130,
 1173567600,0.76270,
 1173654000,0.76270,
 1173740400,0.76080,
 1173826800,0.75830,
 1173913200,0.75750,
 1173999600,0.75620,
 1174086000,0.7520,
 1174172400,0.75120,
 1174258800,0.75120,
 1174345200,0.75170,
 1174431600,0.7520,
 1174518000,0.75110,
 1174604400,0.7480,
 1174690800,0.75090,
 1174777200,0.75310,
 1174860000,0.75310,
 1174946400,0.75270,
 1175032800,0.74980,
 1175119200,0.74930,
 1175205600,0.75040,
 1175292000,0.750,
 1175378400,0.74910,
 1175464800,0.74910,
 1175551200,0.74850,
 1175637600,0.74840,
 1175724000,0.74920,
 1175810400,0.74710,
 1175896800,0.74590,
 1175983200,0.74770,
 1176069600,0.74770,
 1176156000,0.74830,
 1176242400,0.74580,
 1176328800,0.74480,
 1176415200,0.7430,
 1176501600,0.73990,
 1176588000,0.73950,
 1176674400,0.73950,
 1176760800,0.73780,
 1176847200,0.73820,
 1176933600,0.73620,
 1177020000,0.73550,
 1177106400,0.73480,
 1177192800,0.73610,
 1177279200,0.73610,
