 1206313200,100.86,
 1206399600,101.22,
 1206486000,105.90,
 1206572400,107.58,
 1206658800,105.62,
 1206914400,101.58,
 1207000800,100.98,
 1207173600,103.83,
 1207260000,106.23,
 1207605600,108.50,
 1207778400,110.11,
 1207864800,110.14,
 1208210400,113.79,
 1208296800,114.93,
 1208383200,114.86,
 1208728800,117.48,
 1208815200,118.30,
 1208988000,116.06,
 1209074400,118.52,
 1209333600,118.75,
 1209420000,113.46,
 1209592800,112.52,
 1210024800,121.84,
 1210111200,123.53,
 1210197600,123.69,
 1210543200,124.23,
 1210629600,125.80,
 1210716000,126.29,
 1211148000,127.05,
 1211320800,129.07,
 1211493600,132.19,
 1211839200,128.85,
 1212357600,127.76,
 1212703200,138.54,
 1212962400,136.80,
 1213135200,136.38,
 1213308000,134.86,
 1213653600,134.01,
 1213740000,136.68,
 1213912800,135.65,
 1214172000,134.62,
 1214258400,134.62,
 1214344800,134.62,
 1214431200,139.64,
 1214517600,140.21,
 1214776800,140.00,
 1214863200,140.97,
 1214949600,143.57,
 1215036000,145.29,
 1215381600,141.37,
 1215468000,136.04,
 1215727200,146.40,
 1215986400,145.18,
 1216072800,138.74,
 1216159200,134.60,
 1216245600,129.29,
 1216332000,130.65,
 1216677600,127.95,
 1216850400,127.95,
 1217282400,122.19,
 1217455200,124.08,
 1217541600,125.10,
 1217800800,121.41,
 1217887200,119.17,
 1217973600,118.58,
 1218060000,120.02,
 1218405600,114.45,
 1218492000,113.01,
 1218578400,116.00,
 1218751200,113.77,
 1219010400,112.87,
 1219096800,114.53,
 1219269600,114.98,
 1219356000,114.98,
 1219701600,116.27,
 1219788000,118.15,
 1219874400,115.59,
 1219960800,115.46,
 1220306400,109.71,
 1220392800,109.35,
 1220565600,106.23,
 1220824800,106.34,
